chr	geneID	start	end
chr1	ENSG00000244038.9	20642194	20671544
chr1	ENSG00000117245.12	20654014	20728017
chr1	ENSG00000235432.1	20682734	20704013
chr1	ENSG00000189410.11	20709732	20742837
chr1	ENSG00000233069.1	20722880	20743952
chr1	ENSG00000127483.17	20732661	20797323
chr1	ENSG00000075151.20	20796292	21186888
chr1	ENSG00000251914.1	20831241	20851302
chr1	ENSG00000221808.1	20978314	20998432
chr1	ENSG00000233072.1	20993550	21013934
chr1	ENSG00000236073.2	21063639	21083753
chr1	ENSG00000235112.1	21151475	21172081
chr1	ENSG00000117298.14	21207247	21355504
chr1	ENSG00000236936.1	21256082	21277251
chr1	ENSG00000231105.1	21283290	21309774
chr1	ENSG00000236216.5	21387987	21408362
chr1	ENSG00000228823.1	21401460	21423293
chr1	ENSG00000236009.1	21405898	21427492
chr1	ENSG00000227001.3	21414625	21437967
chr1	ENSG00000187952.9	21418303	21439536
chr1	ENSG00000186543.7	21424318	21447558
chr1	ENSG00000142794.18	21430128	21495005
chr1	ENSG00000176378.8	21450001	21470082
chr1	ENSG00000162551.13	21499372	21588412
chr1	ENSG00000233431.1	21576472	21601187
chr1	ENSG00000076864.19	21586215	21679363
chr1	ENSG00000090686.15	21668298	21793606
chr1	ENSG00000231978.2	21758269	21778575
chr1	ENSG00000187942.11	21802265	21835221
chr1	ENSG00000142798.17	21817863	21947297
chr1	ENSG00000232037.3	21898098	21918580
chr1	ENSG00000283234.1	21940679	21966871
chr1	ENSG00000219073.7	21967021	22008642
chr1	ENSG00000273610.1	21977481	21997777
chr1	ENSG00000201919.1	21977816	21997919
chr1	ENSG00000142789.19	21991656	22022539
chr1	ENSG00000278124.1	22000650	22020946
chr1	ENSG00000201273.1	22000985	22021088
chr1	ENSG00000228397.2	22013990	22035483
chr1	ENSG00000218510.6	22014531	22041225
chr1	ENSG00000070831.15	22042627	22102946
chr1	ENSG00000230068.2	22049197	22074199
chr1	ENSG00000271428.1	22058340	22078827
chr1	ENSG00000271840.1	22090613	22111360
chr1	ENSG00000162552.14	22107305	22153969
chr1	ENSG00000266564.1	22256239	22276300
chr1	ENSG00000234397.3	22312840	22333331
chr1	ENSG00000279625.1	22354630	22376482
chr1	ENSG00000184677.16	22441851	22541157
chr1	ENSG00000237200.1	22507474	22529708
chr1	ENSG00000070886.11	22553564	22613594
chr1	ENSG00000276835.2	22623258	22643366
chr1	ENSG00000173372.16	22626506	22649608
chr1	ENSG00000159189.11	22633630	22658110
chr1	ENSG00000173369.15	22642762	22671538
chr1	ENSG00000133216.16	22700839	22931500
chr1	ENSG00000265422.1	22709517	22729598
chr1	ENSG00000225952.1	22825713	22846849
chr1	ENSG00000264014.1	22853193	22873226
chr1	ENSG00000215906.8	22943043	22975338
chr1	ENSG00000227868.5	23000834	23025850
chr1	ENSG00000004487.15	23009448	23093689
chr1	ENSG00000240553.1	23010147	23030551
chr1	ENSG00000263793.1	23034305	23054372
chr1	ENSG00000266802.1	23047858	23067934
chr1	ENSG00000169641.13	23074023	23187808
chr1	ENSG00000229010.1	23130325	23151142
chr1	ENSG00000206935.1	23152704	23172810
chr1	ENSG00000252578.1	23153953	23174053
chr1	ENSG00000179546.4	23181895	23204729
chr1	ENSG00000215381.3	23234765	23255224
chr1	ENSG00000261326.2	23271309	23296752
chr1	ENSG00000125944.18	23293771	23354336
chr1	ENSG00000125945.14	23349448	23378386
chr1	ENSG00000249087.6	23358997	23381839
chr1	ENSG00000271420.1	23368380	23389029
chr1	ENSG00000204219.9	23371061	23434740
chr1	ENSG00000232482.2	23400832	23422146
chr1	ENSG00000088280.18	23418563	23494568
chr1	ENSG00000007968.6	23496430	23541220
chr1	ENSG00000235052.1	23539139	23560915
chr1	ENSG00000117318.8	23547918	23569794
chr1	ENSG00000197880.8	23571495	23650568
chr1	ENSG00000229239.2	23660294	23690259
chr1	ENSG00000142676.12	23681779	23706425
chr1	ENSG00000011007.12	23733155	23772059
chr1	ENSG00000236810.5	23761611	23788287
chr1	ENSG00000057757.9	23768405	23798232
chr1	ENSG00000011009.10	23780970	23805539
chr1	ENSG00000117308.14	23785599	23810804
chr1	ENSG00000117305.14	23791885	23848620
chr1	ENSG00000179163.11	23835077	23878294
chr1	ENSG00000188822.7	23860526	23923362
chr1	ENSG00000229106.1	23891471	23912737
chr1	ENSG00000232557.3	23897111	23917885
chr1	ENSG00000264926.1	23919070	23939147
chr1	ENSG00000230228.2	23939016	23959383
chr1	ENSG00000189266.11	23949109	23973462
chr1	ENSG00000188529.14	23954804	23990927
chr1	ENSG00000215905.4	23997881	24018519
chr1	ENSG00000225315.2	24030835	24074273
chr1	ENSG00000142661.18	24046035	24122175
chr1	ENSG00000230703.1	24056774	24076842
chr1	ENSG00000142677.3	24109771	24153121
chr1	ENSG00000185436.11	24144157	24197959
chr1	ENSG00000230023.2	24190240	24221693
chr1	ENSG00000232298.2	24297556	24331901
chr1	ENSG00000158055.15	24309322	24374482
chr1	ENSG00000001460.17	24346999	24426934
chr1	ENSG00000001461.16	24409291	24482976
chr1	ENSG00000117602.11	24492351	24551040
chr1	ENSG00000264443.1	24541888	24566024
chr1	ENSG00000184454.6	24546111	24619328
chr1	ENSG00000227312.2	24553627	24573974
chr1	ENSG00000239106.1	24615411	24635513
chr1	ENSG00000133226.16	24621716	24683267
chr1	ENSG00000169504.14	24735357	24854324
chr1	ENSG00000238482.1	24767873	24787979
chr1	ENSG00000020633.18	24889511	24975121
chr1	ENSG00000278034.1	24909345	24929416
chr1	ENSG00000229162.1	24951345	24973097
chr1	ENSG00000261025.1	24958423	24980865
chr1	ENSG00000264371.1	25013503	25033586
chr1	ENSG00000233755.1	25033707	25123120
chr1	ENSG00000233419.3	25115053	25135454
chr1	ENSG00000231953.2	25198139	25219437
chr1	ENSG00000117614.9	25212679	25242502
chr1	ENSG00000117616.17	25232237	25347916
chr1	ENSG00000272432.1	25237837	25258321
chr1	ENSG00000261349.1	25256102	25277136
chr1	ENSG00000187010.19	25262393	25340445
chr1	ENSG00000224183.1	25284164	25304643
chr1	ENSG00000259984.1	25326429	25346461
chr1	ENSG00000183726.10	25328214	25372248
chr1	ENSG00000188672.17	25352362	25440192
chr1	ENSG00000238084.4	25388721	25409198
chr1	ENSG00000204178.9	25420858	25510209
chr1	ENSG00000157978.11	25533580	25578886
chr1	ENSG00000225643.1	25571478	25600356
chr1	ENSG00000117643.14	25607468	25796207
chr1	ENSG00000233478.1	25634544	25669111
chr1	ENSG00000162430.16	25790176	25828222
chr1	ENSG00000228172.5	25808225	25830761
chr1	ENSG00000117640.17	25810798	25842942
chr1	ENSG00000127423.10	25824006	25869458
chr1	ENSG00000236528.1	25849613	25869875
chr1	ENSG00000182749.5	25851210	25881253
chr1	ENSG00000207302.1	25867496	25887605
chr1	ENSG00000117632.22	25874181	25916991
chr1	ENSG00000229786.1	25877360	25897610
chr1	ENSG00000223624.1	25878970	25899109
chr1	ENSG00000283938.1	25896362	25916388
chr1	ENSG00000158006.13	25949767	26008157
chr1	ENSG00000207237.1	25954197	25974300
chr1	ENSG00000252190.1	25996006	26016130
chr1	ENSG00000252691.1	25996216	26016299
chr1	ENSG00000158008.9	26009884	26046464
chr1	ENSG00000158014.14	26027252	26056133
chr1	ENSG00000284309.1	26036665	26059099
chr1	ENSG00000158022.6	26041304	26078436
chr1	ENSG00000175087.9	26101165	26135543
chr1	ENSG00000197245.5	26149020	26173962
chr1	ENSG00000282872.1	26154161	26178581
chr1	ENSG00000236782.6	26159516	26181821
chr1	ENSG00000142684.8	26160814	26180873
chr1	ENSG00000142675.17	26167403	26199886
chr1	ENSG00000188782.8	26180561	26212968
chr1	ENSG00000236155.6	26199741	26239840
chr1	ENSG00000278572.1	26208581	26230476
chr1	ENSG00000130695.14	26224153	26289038
chr1	ENSG00000270733.1	26253041	26273398
chr1	ENSG00000142669.14	26269176	26291327
chr1	ENSG00000158062.20	26271523	26328363
chr1	ENSG00000169442.8	26307957	26330523
chr1	ENSG00000176092.14	26311859	26370052
chr1	ENSG00000225854.2	26316688	26337033
chr1	ENSG00000176083.17	26351634	26384522
chr1	ENSG00000131914.10	26400778	26439722
chr1	ENSG00000117682.16	26422282	26481294
chr1	ENSG00000223583.1	26444653	26465187
chr1	ENSG00000225891.1	26452756	26477282
chr1	ENSG00000198830.10	26462450	26485972
chr1	ENSG00000224129.1	26509354	26530250
chr1	ENSG00000117676.13	26519761	26585030
chr1	ENSG00000238705.1	26544542	26564593
chr1	ENSG00000243905.3	26583243	26603546
chr1	ENSG00000252802.1	26583940	26604041
chr1	ENSG00000252429.2	26592369	26612432
chr1	ENSG00000229247.2	26630377	26650614
chr1	ENSG00000238316.1	26632286	26652389
chr1	ENSG00000235069.2	26637447	26657681
chr1	ENSG00000260063.1	26682132	26704131
chr1	ENSG00000117713.18	26686032	26792104
chr1	ENSG00000060642.10	26777472	26808398
chr1	ENSG00000241188.3	26804822	26825112
chr1	ENSG00000204160.11	26816710	26867602
chr1	ENSG00000175793.11	26853138	26874457
chr1	ENSG00000142751.14	26866311	26900297
chr1	ENSG00000198746.12	26880488	26910466
chr1	ENSG00000090273.13	26892282	26956862
chr1	ENSG00000131910.4	26901489	26923966
chr1	ENSG00000175707.8	26939562	26970406
chr1	ENSG00000172746.6	26970165	26990975
chr1	ENSG00000224064.1	26973628	26994024
chr1	ENSG00000225294.1	26975897	26996340
chr1	ENSG00000253368.3	26983707	27010898
chr1	ENSG00000158246.7	26995020	27022836
chr1	ENSG00000090020.10	27088815	27176981
chr1	ENSG00000229985.2	27166751	27187277
chr1	ENSG00000214973.3	27190834	27211473
chr1	ENSG00000225159.1	27196930	27217796
chr1	ENSG00000225990.2	27201265	27221484
chr1	ENSG00000224311.1	27219106	27244352
chr1	ENSG00000142784.15	27224516	27318633
chr1	ENSG00000252098.1	27245464	27265567
chr1	ENSG00000243659.1	27301240	27321838
chr1	ENSG00000186501.14	27312145	27346400
chr1	ENSG00000206888.1	27315219	27335325
chr1	ENSG00000241547.1	27315329	27335796
chr1	ENSG00000142765.17	27332020	27363932
chr1	ENSG00000142733.14	27345184	27376892
chr1	ENSG00000142748.12	27359112	27384824
chr1	ENSG00000174950.10	27369176	27393380
chr1	ENSG00000231207.1	27379468	27400145
chr1	ENSG00000181773.6	27382644	27405814
chr1	ENSG00000158195.10	27394226	27500158
chr1	ENSG00000241169.1	27447198	27469582
chr1	ENSG00000237429.1	27515805	27540561
chr1	ENSG00000126705.13	27524035	27614431
chr1	ENSG00000000938.12	27602064	27645277
chr1	ENSG00000235912.1	27639419	27659610
chr1	ENSG00000233975.1	27650328	27672722
chr1	ENSG00000126709.14	27656061	27682218
chr1	ENSG00000225886.3	27659468	27713063
chr1	ENSG00000206767.1	27665603	27685709
chr1	ENSG00000226662.2	27676810	27697471
chr1	ENSG00000207095.1	27683731	27703835
chr1	ENSG00000009780.15	27715979	27773122
chr1	ENSG00000231344.1	27729091	27749439
chr1	ENSG00000230833.1	27729954	27750629
chr1	ENSG00000117758.13	27763183	27834452
chr1	ENSG00000269971.1	27763858	27784041
chr1	ENSG00000270031.1	27809983	27830341
chr1	ENSG00000223062.1	27814538	27834643
chr1	ENSG00000117751.17	27820778	27861676
chr1	ENSG00000252947.1	27824401	27844566
chr1	ENSG00000130775.15	27862543	27896685
chr1	ENSG00000117748.9	27881524	27924746
chr1	ENSG00000130768.14	27924993	27969157
chr1	ENSG00000227050.1	27928875	27949079
chr1	ENSG00000158156.7	27949462	27978096
chr1	ENSG00000158161.15	27960344	28098696
chr1	ENSG00000238231.2	27980158	28000524
chr1	ENSG00000240750.3	28021884	28042180
chr1	ENSG00000228589.3	28085742	28106422
chr1	ENSG00000228943.1	28099739	28120298
chr1	ENSG00000214812.3	28110449	28131321
chr1	ENSG00000253005.1	28132737	28152841
chr1	ENSG00000169403.11	28137166	28203936
chr1	ENSG00000126698.10	28189456	28243025
chr1	ENSG00000130770.17	28226109	28256906
chr1	ENSG00000270605.1	28229509	28251453
chr1	ENSG00000271398.1	28237144	28257568
chr1	ENSG00000130766.4	28249527	28292491
chr1	ENSG00000130772.13	28319002	28345967
chr1	ENSG00000204138.12	28359582	28510369
chr1	ENSG00000206779.1	28412555	28432655
chr1	ENSG00000229820.2	28443541	28463934
chr1	ENSG00000221216.1	28471362	28491480
chr1	ENSG00000180198.15	28495943	28549300
chr1	ENSG00000274266.1	28497366	28517571
chr1	ENSG00000200087.1	28498559	28518762
chr1	ENSG00000231468.2	28516318	28537227
chr1	ENSG00000279443.1	28534460	28556542
chr1	ENSG00000180098.9	28543085	28588537
chr1	ENSG00000197989.13	28568546	28592983
chr1	ENSG00000221539.1	28568749	28588822
chr1	ENSG00000278274.1	28569764	28589893
chr1	ENSG00000273544.1	28570381	28590512
chr1	ENSG00000274582.1	28571055	28591056
chr1	ENSG00000120656.11	28579323	28653085
chr1	ENSG00000188060.7	28582200	28605443
chr1	ENSG00000229388.1	28633228	28658581
chr1	ENSG00000274978.1	28638731	28658733
chr1	ENSG00000162419.12	28658732	28729353
chr1	ENSG00000252777.1	28679665	28699794
chr1	ENSG00000198492.15	28726621	28779775
chr1	ENSG00000116329.10	28802142	28881267
chr1	ENSG00000233427.1	28862240	28887336
chr1	ENSG00000199756.1	28871726	28891835
chr1	ENSG00000159023.19	28877091	29129427
chr1	ENSG00000225616.2	28972278	28992608
chr1	ENSG00000206704.1	28975710	28995810
chr1	ENSG00000277958.1	29031199	29051480
chr1	ENSG00000253304.1	29110047	29133935
chr1	ENSG00000225750.1	29134494	29156994
chr1	ENSG00000116350.16	29137743	29191987
chr1	ENSG00000277916.1	29161285	29181453
chr1	ENSG00000116353.15	29182873	29240942
chr1	ENSG00000237934.1	29213933	29234816
chr1	ENSG00000060656.19	29226516	29336813
chr1	ENSG00000230523.1	29319620	29360114
chr1	ENSG00000225011.4	29478193	29506893
chr1	ENSG00000228176.1	29698851	29719547
chr1	ENSG00000270927.1	29894865	29915357
chr1	ENSG00000233399.2	30003952	30047612
chr1	ENSG00000233372.1	30130263	30151607
chr1	ENSG00000231251.1	30216523	30236615
chr1	ENSG00000236335.1	30399560	30421638
chr1	ENSG00000231949.1	30405825	30431108
chr1	ENSG00000162510.5	30701277	30733587
chr1	ENSG00000186056.9	30708504	30736827
chr1	ENSG00000162511.7	30722469	30767820
chr1	ENSG00000264773.1	30729156	30749232
chr1	ENSG00000229607.1	30800378	30825553
chr1	ENSG00000223382.4	30814228	30844431
chr1	ENSG00000222784.1	30833823	30854110
chr1	ENSG00000235143.1	30848158	30870254
chr1	ENSG00000162512.15	30859467	30918761
chr1	ENSG00000266210.2	30908469	30928735
chr1	ENSG00000134644.15	30921506	31075991
chr1	ENSG00000237329.2	31026734	31047240
chr1	ENSG00000232768.1	31040872	31061034
chr1	ENSG00000215900.4	31084987	31105558
chr1	ENSG00000225142.2	31098188	31118623
chr1	ENSG00000084628.9	31169745	31249554
chr1	ENSG00000060688.12	31249568	31306782
chr1	ENSG00000229447.2	31253245	31273681
chr1	ENSG00000121766.15	31286982	31374953
chr1	ENSG00000229044.1	31323067	31356639
chr1	ENSG00000121769.7	31355625	31386850
chr1	ENSG00000168528.11	31399565	31444680
chr1	ENSG00000215899.3	31477589	31498930
chr1	ENSG00000206981.1	31487577	31507683
chr1	ENSG00000260386.6	31490085	31519648
chr1	ENSG00000265961.1	31493631	31513744
chr1	ENSG00000284543.1	31508356	31578280
chr1	ENSG00000229167.1	31561585	31585573
chr1	ENSG00000142910.15	31566485	31597686
chr1	ENSG00000121764.11	31607686	31642494
chr1	ENSG00000162517.12	31619862	31654896
chr1	ENSG00000235790.7	31634049	31670162
chr1	ENSG00000264078.1	31634694	31659371
chr1	ENSG00000084636.17	31642247	31714319
chr1	ENSG00000121753.12	31717117	31774893
chr1	ENSG00000266580.1	31748660	31768735
chr1	ENSG00000254545.1	31779130	31801322
chr1	ENSG00000134668.12	31780422	31826051
chr1	ENSG00000203620.2	31832019	31865568
chr1	ENSG00000269967.1	31841913	31931841
chr1	ENSG00000184007.18	31896421	31954856
chr1	ENSG00000228634.1	31923020	31943975
chr1	ENSG00000121774.17	32003829	32070850
chr1	ENSG00000203325.3	32042291	32083474
chr1	ENSG00000121775.17	32062031	32112866
chr1	ENSG00000266203.1	32076949	32097007
chr1	ENSG00000276493.1	32077523	32097813
chr1	ENSG00000025800.13	32098038	32186375
chr1	ENSG00000084652.15	32169686	32208285
chr1	ENSG00000160050.14	32190386	32215387
chr1	ENSG00000224066.1	32195498	32216814
chr1	ENSG00000160051.11	32195759	32218687
chr1	ENSG00000222046.2	32199094	32225846
chr1	ENSG00000160055.19	32204477	32232357
chr1	ENSG00000084623.11	32212019	32241604
chr1	ENSG00000220785.7	32221658	32251620
chr1	ENSG00000183615.5	32237233	32258856
chr1	ENSG00000182866.16	32241239	32296165
chr1	ENSG00000277617.1	32259338	32279597
chr1	ENSG00000252450.1	32276452	32296561
chr1	ENSG00000116478.11	32282086	32343635
chr1	ENSG00000175130.6	32323832	32346379
chr1	ENSG00000233775.1	32339194	32360663
chr1	ENSG00000162526.6	32341521	32374312
chr1	ENSG00000225828.1	32351270	32372196
chr1	ENSG00000160058.18	32355103	32404448
chr1	ENSG00000224333.1	32392109	32413115
chr1	ENSG00000270850.1	32411979	32432319
chr1	ENSG00000229259.1	32413214	32436789
chr1	ENSG00000263529.2	32447835	32468135
chr1	ENSG00000273274.1	32455069	32506686
chr1	ENSG00000160062.14	32529427	32615939
chr1	ENSG00000176261.15	32610820	32660903
chr1	ENSG00000200591.1	32629951	32650052
chr1	ENSG00000162521.18	32641142	32696211
chr1	ENSG00000162520.14	32684865	32713596
chr1	ENSG00000224409.1	32707734	32735237
chr1	ENSG00000162522.10	32731885	32784970
chr1	ENSG00000134684.10	32765237	32828153
chr1	ENSG00000116497.17	32806767	32868879
chr1	ENSG00000160097.16	32852268	32882482
chr1	ENSG00000121905.9	32875994	32908441
chr1	ENSG00000121900.18	32884647	32911438
chr1	ENSG00000116514.16	32926445	32974685
chr1	ENSG00000278966.2	32963553	32984463
chr1	ENSG00000217644.5	32969947	32990472
chr1	ENSG00000239670.1	32976952	32998233
chr1	ENSG00000236065.2	33021035	33042469
chr1	ENSG00000004455.16	32997940	33090996
chr1	ENSG00000276645.1	33019232	33039576
chr1	ENSG00000142920.16	33071104	33130530
chr1	ENSG00000278997.1	33131871	33153230
chr1	ENSG00000116525.13	33135402	33192059
chr1	ENSG00000279179.1	33152851	33176298
chr1	ENSG00000160094.14	33246545	33310719
chr1	ENSG00000270115.1	33251212	33271680
chr1	ENSG00000184389.9	33296766	33331098
chr1	ENSG00000225313.5	33303324	33359245
chr1	ENSG00000134686.18	33313623	33441052
chr1	ENSG00000284154.1	33322405	33342492
chr1	ENSG00000222112.1	33326566	33346864
chr1	ENSG00000233246.1	33340352	33373245
chr1	ENSG00000234512.1	33456249	33478954
chr1	ENSG00000121903.14	33462645	33506507
chr1	ENSG00000235907.2	33502008	33522743
chr1	ENSG00000121904.17	33503999	34175842
chr1	ENSG00000227000.2	33828523	33850140
chr1	ENSG00000176256.10	33850475	33874791
chr1	ENSG00000231163.5	33858953	33895458
chr1	ENSG00000201148.1	34102949	34123063
chr1	ENSG00000142698.14	34156883	34229131
chr1	ENSG00000270241.1	34266859	34287292
chr1	ENSG00000207941.1	34659599	34679694
chr1	ENSG00000163866.8	34702737	34869816
chr1	ENSG00000189280.3	34745047	34768512
chr1	ENSG00000189433.5	34749741	34773724
chr1	ENSG00000255811.1	34777988	34798097
chr1	ENSG00000188910.7	34771189	34796369
chr1	ENSG00000187513.8	34782998	34805747
chr1	ENSG00000230163.1	34840694	34861555
chr1	ENSG00000116544.11	34855436	34939585
chr1	ENSG00000241014.1	34964356	34988706
chr1	ENSG00000243749.1	34971535	34995353
chr1	ENSG00000163867.16	34976165	35041968
chr1	ENSG00000233940.1	35043468	35069271
chr1	ENSG00000197056.9	35049786	35125859
chr1	ENSG00000228348.1	35112022	35132484
chr1	ENSG00000116560.10	35166378	35203148
chr1	ENSG00000201868.1	35185969	35206062
chr1	ENSG00000146463.11	35258967	35432058
chr1	ENSG00000240374.3	35282196	35302498
chr1	ENSG00000201542.1	35300274	35320425
chr1	ENSG00000229994.1	35340722	35361607
chr1	ENSG00000227409.1	35348822	35376077
chr1	ENSG00000278702.1	35389997	35410319
chr1	ENSG00000142687.17	35423490	35567413
chr1	ENSG00000236274.1	35499742	35521438
chr1	ENSG00000020129.15	35547473	35577274
chr1	ENSG00000239636.1	35559813	35587729
chr1	ENSG00000116819.6	35563370	35605328
chr1	ENSG00000126067.11	35589544	35651844
chr1	ENSG00000142686.7	35703875	35729472
chr1	ENSG00000092853.13	35710218	35779967
chr1	ENSG00000232335.1	35733242	35753576
chr1	ENSG00000134698.10	35798172	35867890
chr1	ENSG00000092847.11	35859808	35940528
chr1	ENSG00000271164.1	35863270	35883752
chr1	ENSG00000126070.19	35920718	36082500
chr1	ENSG00000271554.1	35982109	36023629
chr1	ENSG00000232862.5	36070066	36094026
chr1	ENSG00000092850.11	36074075	36098275
chr1	ENSG00000116863.10	36078875	36103932
chr1	ENSG00000171812.12	36085236	36135220
chr1	ENSG00000054116.11	36126570	36165964
chr1	ENSG00000116871.15	36145579	36190849
chr1	ENSG00000264592.2	36181915	36202170
chr1	ENSG00000054118.13	36214416	36315357
chr1	ENSG00000231849.1	36231898	36252156
chr1	ENSG00000214193.10	36296387	36334886
chr1	ENSG00000142694.6	36312031	36333615
chr1	ENSG00000116883.8	36313734	36339221
chr1	ENSG00000196182.10	36329624	36395896
chr1	ENSG00000181817.5	36381238	36407892
chr1	ENSG00000222821.1	36392721	36412859
chr1	ENSG00000116885.18	36405827	36460451
chr1	ENSG00000201448.1	36408450	36428578
chr1	ENSG00000116898.11	36445718	36474437
chr1	ENSG00000119535.17	36456043	36493278
chr1	ENSG00000230214.1	36620335	36640857
chr1	ENSG00000234481.1	36763140	36785768
chr1	ENSG00000163873.9	36785527	37044129
chr1	ENSG00000264698.1	37151563	37171634
chr1	ENSG00000207328.1	37193610	37213716
chr1	ENSG00000223944.1	37252739	37335100
chr1	ENSG00000252368.1	37254677	37274786
chr1	ENSG00000230451.2	37320852	37340996
chr1	ENSG00000233621.1	37444879	37484411
chr1	ENSG00000163874.10	37464552	37494379
chr1	ENSG00000283724.1	37470230	37490289
chr1	ENSG00000163875.15	37482575	37524774
chr1	ENSG00000263675.1	37490935	37510994
chr1	ENSG00000163877.10	37524449	37564344
chr1	ENSG00000232273.1	37534763	37555294
chr1	ENSG00000237749.4	37546247	37566499
chr1	ENSG00000163879.10	37546919	37576815
